Wavelength,PLANKC_2100
7.1685E+02,5.5071E-10
7.1429E+02,6.2882E-10
7.1174E+02,1.5167E-09
7.0922E+02,1.3111E-09
7.0671E+02,8.3004E-10
7.0423E+02,8.9214E-10
7.0175E+02,1.2568E-09
6.9930E+02,1.2271E-10
6.9686E+02,3.5300E-10
6.9444E+02,5.3785E-10
6.9204E+02,6.1096E-10
6.8966E+02,4.6076E-10
6.8729E+02,7.4482E-10
6.8493E+02,1.1463E-09
6.8259E+02,5.7945E-10
6.8027E+02,1.9570E-10
6.7797E+02,1.2002E-10
6.7568E+02,7.3187E-10
6.7340E+02,9.8267E-10
6.7114E+02,6.1582E-10
6.6890E+02,2.7177E-10
6.6667E+02,1.9803E-10
6.6445E+02,1.2200E-10
6.6225E+02,3.2848E-10
6.6007E+02,7.8989E-11
6.5789E+02,9.1437E-11
6.5574E+02,3.7771E-11
6.5359E+02,1.5872E-10
6.5147E+02,2.9677E-10
6.4935E+02,2.3284E-10
6.4725E+02,1.0884E-10
6.4516E+02,5.1000E-11
6.4309E+02,2.5890E-11
6.4103E+02,2.7002E-11
6.3898E+02,2.3703E-11
6.3694E+02,6.5317E-12
6.3492E+02,2.2715E-11
6.3291E+02,4.4569E-11
6.3091E+02,5.7630E-11
6.2893E+02,5.9448E-11
6.2696E+02,3.7864E-11
6.2500E+02,1.8940E-11
6.2305E+02,1.3346E-11
6.2112E+02,2.0589E-11
6.1920E+02,4.3452E-11
6.1728E+02,8.5971E-11
6.1538E+02,8.5637E-11
6.1350E+02,7.4918E-11
6.1162E+02,1.5856E-10
6.0976E+02,3.9824E-10
6.0790E+02,7.6627E-10
6.0606E+02,1.5520E-09
6.0423E+02,2.4150E-09
6.0241E+02,2.3039E-09
6.0060E+02,1.5181E-09
5.9880E+02,8.2213E-10
5.9701E+02,3.2079E-10
5.9524E+02,1.0170E-10
5.9347E+02,2.2080E-11
5.9172E+02,1.1617E-12
5.8997E+02,5.5783E-12
5.8824E+02,2.2317E-11
5.8651E+02,3.4677E-11
5.8480E+02,3.1464E-11
5.8309E+02,2.1402E-11
5.8140E+02,1.7432E-11
5.7971E+02,1.3230E-11
5.7803E+02,2.5064E-11
5.7637E+02,2.7956E-11
5.7471E+02,8.7572E-12
5.7307E+02,7.0240E-12
5.7143E+02,4.8452E-12
5.6980E+02,1.3933E-11
5.6818E+02,2.3949E-11
5.6657E+02,2.7484E-11
5.6497E+02,2.0085E-11
5.6338E+02,1.0018E-11
5.6180E+02,6.2147E-12
5.6022E+02,4.1091E-12
5.5866E+02,2.2720E-12
5.5710E+02,2.2026E-12
5.5556E+02,2.2205E-12
5.5402E+02,2.5594E-12
5.5249E+02,2.1841E-12
5.5096E+02,1.2478E-13
5.4945E+02,1.1519E-13
5.4795E+02,9.9016E-14
5.4645E+02,7.9650E-14
5.4496E+02,3.3750E-15
5.4348E+02,4.2042E-14
5.4201E+02,5.7927E-14
5.4054E+02,2.3252E-13
5.3908E+02,4.7388E-13
5.3763E+02,5.6935E-13
5.3619E+02,4.7795E-13
5.3476E+02,2.2799E-13
5.3333E+02,5.6794E-14
5.3191E+02,1.0944E-13
5.3050E+02,2.4156E-13
5.2910E+02,1.5908E-13
5.2770E+02,9.0056E-14
5.2632E+02,6.8714E-14
5.2493E+02,1.0827E-14
5.2356E+02,1.8019E-14
5.2219E+02,9.0910E-14
5.2083E+02,5.4454E-14
5.1948E+02,4.2610E-14
5.1813E+02,4.4706E-14
5.1680E+02,3.7261E-14
5.1546E+02,3.1424E-14
5.1414E+02,2.6173E-14
5.1282E+02,2.4230E-14
5.1151E+02,2.2686E-14
5.1020E+02,2.2191E-14
5.0891E+02,2.0353E-14
5.0761E+02,1.7734E-14
5.0633E+02,1.5722E-14
5.0505E+02,1.3284E-14
5.0378E+02,1.1903E-14
5.0251E+02,9.7025E-15
5.0125E+02,8.0736E-15
5.0000E+02,5.5591E-15
4.9875E+02,1.3471E-15
4.9751E+02,3.7574E-15
4.9628E+02,3.0535E-15
4.9505E+02,1.1668E-15
4.9383E+02,7.3525E-17
4.9261E+02,4.2543E-16
4.9140E+02,8.8442E-16
4.9020E+02,2.2062E-15
4.8900E+02,4.9034E-15
4.8780E+02,8.2731E-15
4.8662E+02,1.2829E-14
4.8544E+02,1.7334E-14
4.8426E+02,2.0626E-14
4.8309E+02,2.2645E-14
4.8193E+02,2.2130E-14
4.8077E+02,1.3415E-14
4.7962E+02,1.8493E-14
4.7847E+02,2.1862E-14
4.7733E+02,6.9782E-16
4.7619E+02,2.2452E-14
4.7506E+02,3.4197E-14
4.7393E+02,1.2701E-14
4.7281E+02,1.1432E-14
4.7170E+02,1.0676E-14
4.7059E+02,4.4189E-15
4.6948E+02,9.5419E-15
4.6838E+02,2.0043E-14
4.6729E+02,2.1844E-14
4.6620E+02,1.3878E-14
4.6512E+02,2.5214E-17
4.6404E+02,9.4040E-15
4.6296E+02,1.0953E-14
4.6189E+02,3.3877E-15
4.6083E+02,6.5566E-15
4.5977E+02,2.3481E-14
4.5872E+02,3.4576E-14
4.5767E+02,3.9282E-14
4.5662E+02,3.4361E-14
4.5558E+02,3.1592E-14
4.5455E+02,4.6402E-14
4.5351E+02,4.3520E-14
4.5249E+02,3.6050E-14
4.5147E+02,1.6345E-14
4.5045E+02,1.5013E-14
4.4944E+02,1.8439E-14
4.4843E+02,2.1658E-14
4.4743E+02,1.3908E-14
4.4643E+02,6.5411E-15
4.4543E+02,8.6662E-15
4.4444E+02,1.2978E-14
4.4346E+02,1.0039E-14
4.4248E+02,1.6653E-15
4.4150E+02,6.5798E-15
4.4053E+02,1.1113E-14
4.3956E+02,1.9644E-14
4.3860E+02,2.8430E-14
4.3764E+02,2.8487E-14
4.3668E+02,2.7201E-14
4.3573E+02,2.2126E-14
4.3478E+02,1.1928E-14
4.3384E+02,6.1127E-15
4.3290E+02,8.6256E-15
4.3197E+02,1.8295E-14
4.3103E+02,2.3949E-14
4.3011E+02,2.3255E-14
4.2918E+02,2.3032E-14
4.2827E+02,2.2560E-14
4.2735E+02,3.2110E-14
4.2644E+02,5.3039E-14
4.2553E+02,5.7062E-14
4.2463E+02,4.1140E-14
4.2373E+02,2.4806E-14
4.2283E+02,2.1137E-14
4.2194E+02,1.6646E-14
4.2105E+02,1.1050E-14
4.2017E+02,1.0285E-14
4.1929E+02,1.0174E-14
4.1841E+02,8.4905E-15
4.1754E+02,5.5765E-15
4.1667E+02,3.9793E-15
4.1580E+02,3.5984E-15
4.1494E+02,3.3066E-15
4.1408E+02,2.4956E-15
4.1322E+02,1.6475E-15
4.1237E+02,8.8500E-16
4.1152E+02,6.7188E-16
4.1068E+02,8.6751E-16
4.0984E+02,9.8431E-16
4.0900E+02,8.8182E-16
4.0816E+02,1.0408E-15
4.0733E+02,1.1757E-15
4.0650E+02,9.3579E-16
4.0568E+02,5.9534E-16
4.0486E+02,4.2925E-16
4.0404E+02,3.0365E-16
4.0323E+02,2.1331E-16
4.0241E+02,1.1346E-16
4.0161E+02,1.0214E-16
4.0080E+02,1.3345E-16
4.0000E+02,1.5594E-16
3.9920E+02,1.4806E-16
3.9841E+02,3.8398E-17
3.9761E+02,3.5341E-17
3.9683E+02,2.9216E-17
3.9604E+02,1.2642E-17
3.9526E+02,1.0281E-17
3.9448E+02,3.1068E-17
3.9370E+02,3.8537E-17
3.9293E+02,4.4785E-17
3.9216E+02,6.7734E-17
3.9139E+02,7.8966E-17
3.9062E+02,4.3081E-17
3.8986E+02,2.0872E-17
3.8911E+02,4.4093E-17
3.8835E+02,3.3482E-17
3.8760E+02,6.2077E-18
3.8685E+02,1.8599E-17
3.8610E+02,3.7969E-17
3.8536E+02,3.5344E-17
3.8462E+02,3.7733E-17
3.8388E+02,1.7047E-17
3.8314E+02,1.1827E-18
3.8241E+02,6.7819E-18
3.8168E+02,8.8435E-18
3.8095E+02,6.8565E-18
3.8023E+02,2.6175E-18
3.7951E+02,1.3715E-18
3.7879E+02,9.1098E-19
3.7807E+02,4.4335E-18
3.7736E+02,6.4696E-18
3.7665E+02,2.9859E-18
3.7594E+02,1.8813E-18
3.7523E+02,1.8819E-18
3.7453E+02,1.3762E-18
3.7383E+02,2.8934E-18
3.7313E+02,1.2550E-17
3.7244E+02,2.1082E-17
3.7175E+02,2.0505E-17
3.7106E+02,7.2113E-18
3.7037E+02,7.8344E-18
3.6969E+02,1.6821E-17
3.6900E+02,2.1053E-17
3.6832E+02,1.5566E-17
3.6765E+02,7.3871E-18
3.6697E+02,9.8230E-18
3.6630E+02,5.5437E-18
3.6563E+02,2.5283E-18
3.6496E+02,4.3430E-18
3.6430E+02,3.5582E-18
3.6364E+02,3.4241E-18
3.6298E+02,2.2842E-18
3.6232E+02,1.2342E-18
3.6166E+02,4.8466E-19
3.6101E+02,1.7123E-19
3.6036E+02,7.1730E-19
3.5971E+02,2.9176E-19
3.5907E+02,4.9805E-20
3.5842E+02,3.2728E-20
3.5778E+02,3.5923E-21
3.5714E+02,5.1211E-20
3.5651E+02,2.8701E-20
3.5587E+02,5.7736E-20
3.5524E+02,3.9797E-20
3.5461E+02,3.1127E-20
3.5398E+02,1.8121E-20
3.5336E+02,2.6158E-20
3.5273E+02,7.4095E-20
3.5211E+02,1.2340E-19
3.5149E+02,1.9675E-19
3.5088E+02,3.6703E-19
3.5026E+02,2.9292E-19
3.4965E+02,5.8485E-20
3.4904E+02,4.5443E-20
3.4843E+02,4.0277E-20
3.4783E+02,2.7759E-20
3.4722E+02,1.9736E-20
3.4662E+02,1.3401E-20
3.4602E+02,2.5441E-20
3.4542E+02,1.5503E-20
3.4483E+02,1.6315E-19
3.4423E+02,3.9031E-19
3.4364E+02,7.0408E-19
3.4305E+02,1.0722E-18
3.4247E+02,1.4412E-18
3.4188E+02,1.5126E-18
3.4130E+02,1.5401E-18
3.4072E+02,1.5216E-18
3.4014E+02,2.1458E-18
3.3956E+02,2.6331E-18
3.3898E+02,1.9884E-18
3.3841E+02,1.4380E-18
3.3784E+02,9.4621E-19
3.3727E+02,5.4719E-19
3.3670E+02,2.7039E-19
3.3613E+02,9.5663E-20
3.3557E+02,2.9380E-20
3.3501E+02,4.1930E-20
3.3445E+02,3.8362E-20
3.3389E+02,9.8845E-20
3.3333E+02,8.5081E-20
3.3278E+02,1.5084E-19
3.3223E+02,2.5007E-19
3.3167E+02,4.7493E-20
3.3113E+02,7.6656E-20
3.3058E+02,7.5467E-20
3.3003E+02,1.2210E-19
3.2949E+02,2.1199E-19
3.2895E+02,1.2682E-19
3.2841E+02,2.5842E-20
3.2787E+02,6.8620E-20
3.2733E+02,1.3123E-19
3.2680E+02,3.2713E-19
3.2626E+02,2.9786E-19
3.2573E+02,1.8396E-19
3.2520E+02,9.2974E-20
3.2468E+02,7.8234E-20
3.2415E+02,1.2687E-19
3.2362E+02,1.8676E-21
3.2310E+02,2.2501E-19
3.2258E+02,1.3166E-20
3.2206E+02,1.7257E-20
3.2154E+02,5.0458E-20
3.2103E+02,7.7494E-20
3.2051E+02,2.1832E-19
3.2000E+02,2.8397E-19
3.1949E+02,2.3721E-19
3.1898E+02,2.0621E-19
3.1847E+02,9.7506E-20
3.1796E+02,6.6257E-21
3.1746E+02,2.5002E-19
3.1696E+02,1.1616E-19
3.1646E+02,6.3205E-19
3.1596E+02,4.9552E-19
3.1546E+02,1.5789E-19
3.1496E+02,3.2545E-18
3.1447E+02,2.7840E-18
3.1397E+02,7.9179E-19
3.1348E+02,5.8466E-19
3.1299E+02,5.1593E-19
3.1250E+02,5.7658E-19
3.1201E+02,1.8286E-19
3.1153E+02,5.6277E-19
3.1104E+02,2.0307E-19
3.1056E+02,9.4745E-19
3.1008E+02,1.4308E-18
3.0960E+02,1.2498E-18
3.0912E+02,3.9712E-19
3.0864E+02,2.2727E-20
3.0817E+02,6.8358E-20
3.0769E+02,7.2282E-21
3.0722E+02,7.6654E-20
3.0675E+02,4.4864E-20
3.0628E+02,1.3038E-19
3.0581E+02,3.2802E-19
3.0534E+02,1.8324E-18
3.0488E+02,2.5529E-18
3.0441E+02,4.1505E-18
3.0395E+02,7.8691E-18
3.0349E+02,7.1390E-18
3.0303E+02,4.7297E-18
3.0257E+02,5.5048E-18
3.0211E+02,1.0784E-17
3.0166E+02,1.7877E-17
3.0120E+02,2.3008E-17
3.0075E+02,2.4695E-17
3.0030E+02,2.0924E-17
2.9985E+02,1.1801E-17
2.9940E+02,4.9508E-18
2.9895E+02,2.7018E-18
2.9851E+02,5.9052E-19
2.9806E+02,5.0641E-19
2.9762E+02,7.0821E-19
2.9718E+02,1.1773E-18
2.9674E+02,9.5842E-19
2.9630E+02,2.4240E-18
2.9586E+02,6.0993E-18
2.9542E+02,6.9236E-18
2.9499E+02,5.2308E-18
2.9455E+02,1.2595E-17
2.9412E+02,3.2264E-17
2.9369E+02,5.1760E-17
2.9326E+02,6.5555E-17
2.9283E+02,7.4506E-17
2.9240E+02,7.7868E-17
2.9197E+02,7.6395E-17
2.9155E+02,6.5115E-17
2.9112E+02,5.5932E-17
2.9070E+02,6.1661E-17
2.9028E+02,2.7048E-16
2.8986E+02,4.0315E-16
2.8944E+02,7.3343E-16
2.8902E+02,1.1129E-15
2.8860E+02,9.8779E-16
2.8818E+02,5.4393E-16
2.8777E+02,3.1498E-16
2.8736E+02,2.9099E-16
2.8694E+02,1.5110E-16
2.8653E+02,9.3226E-17
2.8612E+02,1.8402E-16
2.8571E+02,7.0868E-16
2.8531E+02,5.4583E-16
2.8490E+02,4.2149E-16
2.8449E+02,3.3352E-16
2.8409E+02,2.6459E-16
2.8369E+02,2.0133E-16
2.8329E+02,1.3567E-16
2.8289E+02,7.0595E-17
2.8249E+02,1.4548E-17
2.8209E+02,1.4707E-17
2.8169E+02,1.4884E-17
2.8129E+02,1.5186E-17
2.8090E+02,1.5656E-17
2.8050E+02,1.6120E-17
2.8011E+02,1.6365E-17
2.7972E+02,1.6198E-17
2.7933E+02,4.9577E-18
2.7894E+02,1.4610E-17
2.7855E+02,2.8344E-17
2.7816E+02,3.5168E-17
2.7778E+02,3.5356E-17
2.7739E+02,2.9572E-17
2.7701E+02,1.9221E-17
2.7663E+02,6.7457E-18
2.7624E+02,6.0962E-18
2.7586E+02,6.0468E-18
2.7548E+02,5.6706E-18
2.7510E+02,5.2024E-18
2.7473E+02,4.6922E-18
2.7435E+02,4.2298E-18
2.7397E+02,3.9382E-18
2.7360E+02,3.9760E-18
2.7322E+02,4.4592E-18
2.7285E+02,5.3568E-18
2.7248E+02,6.5540E-18
2.7211E+02,7.9228E-18
2.7174E+02,9.2965E-18
2.7137E+02,1.0459E-17
2.7100E+02,1.1358E-17
2.7064E+02,1.1928E-17
2.7027E+02,1.3729E-18
2.6991E+02,1.1982E-17
2.6954E+02,2.1554E-17
2.6918E+02,2.6280E-17
2.6882E+02,2.6238E-17
2.6846E+02,2.2270E-17
2.6810E+02,1.6078E-17
2.6774E+02,9.5596E-18
2.6738E+02,4.3654E-18
2.6702E+02,1.1144E-18
2.6667E+02,2.9899E-19
2.6631E+02,9.0883E-21
2.6596E+02,1.8537E-18
2.6560E+02,4.5628E-18
2.6525E+02,7.4973E-18
2.6490E+02,1.0712E-17
2.6455E+02,1.5313E-17
2.6420E+02,2.3436E-17
2.6385E+02,3.7129E-17
2.6350E+02,5.7555E-17
2.6316E+02,8.4434E-17
2.6281E+02,1.1577E-16
2.6247E+02,1.4659E-16
2.6212E+02,1.7189E-16
2.6178E+02,1.8664E-16
2.6144E+02,1.8642E-16
2.6110E+02,1.7028E-16
2.6076E+02,1.4121E-16
2.6042E+02,1.0755E-16
2.6008E+02,7.7146E-17
2.5974E+02,5.4210E-17
2.5940E+02,3.9791E-17
2.5907E+02,3.3412E-17
2.5873E+02,3.3506E-17
2.5840E+02,3.9614E-17
2.5806E+02,5.1270E-17
2.5773E+02,6.7376E-17
2.5740E+02,8.3238E-17
2.5707E+02,9.5140E-17
2.5674E+02,9.9348E-17
2.5641E+02,9.4618E-17
2.5608E+02,8.1539E-17
2.5575E+02,6.2949E-17
2.5543E+02,4.4024E-17
2.5510E+02,2.8162E-17
2.5478E+02,1.6997E-17
2.5445E+02,1.0279E-17
2.5413E+02,6.8563E-18
2.5381E+02,5.0992E-18
2.5349E+02,4.0429E-18
2.5316E+02,3.1800E-18
2.5284E+02,2.3969E-18
2.5253E+02,1.6405E-18
2.5221E+02,1.0103E-18
2.5189E+02,6.4885E-19
2.5157E+02,6.6376E-19
2.5126E+02,1.1399E-18
2.5094E+02,2.0552E-18
2.5063E+02,3.1698E-18
2.5031E+02,4.1460E-18
2.5000E+02,4.7669E-18
2.4969E+02,5.1049E-18
2.4938E+02,5.5053E-18
2.4907E+02,6.3403E-18
2.4876E+02,7.7539E-18
2.4845E+02,9.8119E-18
2.4814E+02,1.2465E-17
2.4783E+02,1.5700E-17
2.4752E+02,1.9256E-17
2.4722E+02,2.2567E-17
2.4691E+02,2.4828E-17
2.4661E+02,2.5059E-17
2.4631E+02,2.2336E-17
2.4600E+02,1.7062E-17
2.4570E+02,1.0589E-17
2.4540E+02,4.4637E-18
2.4510E+02,1.3513E-19
2.4480E+02,2.5724E-18
2.4450E+02,3.1565E-18
2.4420E+02,2.7344E-18
2.4390E+02,1.9873E-18
2.4361E+02,1.3025E-18
2.4331E+02,8.2464E-19
2.4301E+02,5.1914E-19
2.4272E+02,2.9401E-19
2.4242E+02,1.5729E-19
2.4213E+02,5.2153E-20
2.4184E+02,8.1766E-20
2.4155E+02,1.3375E-19
2.4125E+02,2.1023E-19
2.4096E+02,3.0751E-19
2.4067E+02,4.1172E-19
2.4038E+02,4.9817E-19
2.4010E+02,5.5661E-19
2.3981E+02,6.3263E-19
2.3952E+02,8.0220E-19
2.3923E+02,1.2058E-18
2.3895E+02,2.1278E-18
2.3866E+02,3.9571E-18
2.3838E+02,6.8884E-18
2.3810E+02,1.0696E-17
2.3781E+02,1.4572E-17
2.3753E+02,7.4650E-18
2.3725E+02,1.7319E-17
2.3697E+02,1.5072E-17
2.3669E+02,4.4456E-17
2.3641E+02,9.1485E-17
2.3613E+02,9.2770E-17
2.3585E+02,6.0041E-17
2.3557E+02,2.2298E-17
2.3529E+02,4.1259E-19
2.3502E+02,1.5368E-18
2.3474E+02,1.6656E-18
2.3447E+02,1.5888E-18
2.3419E+02,1.4351E-18
2.3392E+02,1.2250E-18
2.3364E+02,9.9337E-19
2.3337E+02,6.2489E-19
2.3310E+02,3.8449E-19
2.3283E+02,3.0320E-19
2.3256E+02,2.9122E-19
2.3229E+02,3.8673E-20
2.3202E+02,2.6673E-19
2.3175E+02,3.6788E-19
2.3148E+02,3.5925E-19
2.3121E+02,3.1522E-19
2.3095E+02,2.7205E-19
2.3068E+02,2.4259E-19
2.3041E+02,1.9025E-19
2.3015E+02,4.5103E-20
2.2989E+02,1.2330E-19
2.2962E+02,2.5846E-19
2.2936E+02,2.7643E-19
2.2910E+02,1.4484E-19
2.2883E+02,4.4662E-20
2.2857E+02,1.0338E-19
2.2831E+02,9.2370E-20
2.2805E+02,9.0113E-20
2.2779E+02,9.2419E-20
2.2753E+02,8.9728E-20
2.2727E+02,5.4240E-19
2.2701E+02,8.5542E-19
2.2676E+02,7.1611E-19
2.2650E+02,6.3965E-21
2.2624E+02,1.2684E-18
2.2599E+02,1.9450E-18
2.2573E+02,2.1536E-18
2.2548E+02,2.1302E-18
2.2523E+02,1.8707E-18
2.2497E+02,1.4842E-18
2.2472E+02,1.0820E-18
2.2447E+02,7.3933E-19
2.2422E+02,4.8599E-19
2.2396E+02,3.1442E-19
2.2371E+02,1.9745E-19
2.2346E+02,1.1017E-19
2.2321E+02,3.8773E-20
2.2297E+02,6.2863E-21
2.2272E+02,4.7105E-20
2.2247E+02,1.0830E-19
2.2222E+02,1.6907E-19
2.2198E+02,2.2231E-19
2.2173E+02,2.5601E-19
2.2148E+02,2.1530E-19
2.2124E+02,2.4559E-19
2.2099E+02,6.2822E-19
2.2075E+02,8.7400E-19
2.2051E+02,1.0141E-18
2.2026E+02,1.1096E-18
2.2002E+02,1.1373E-18
2.1978E+02,9.8803E-19
2.1954E+02,5.9277E-19
2.1930E+02,9.4675E-21
2.1906E+02,3.7409E-19
2.1882E+02,2.2587E-19
2.1858E+02,1.1249E-19
2.1834E+02,4.6305E-20
2.1810E+02,1.6025E-20
2.1786E+02,4.6021E-21
2.1763E+02,1.8562E-22
2.1739E+02,2.1003E-20
2.1716E+02,1.0085E-20
2.1692E+02,1.5735E-20
2.1668E+02,2.0568E-20
2.1645E+02,2.3661E-20
2.1622E+02,2.3705E-20
2.1598E+02,1.8953E-20
2.1575E+02,8.2420E-21
2.1552E+02,2.9415E-20
2.1529E+02,6.5767E-20
2.1505E+02,1.0277E-19
2.1482E+02,1.4298E-19
2.1459E+02,1.8742E-19
2.1436E+02,2.3288E-19
2.1413E+02,2.7213E-19
2.1390E+02,2.9567E-19
2.1368E+02,2.9702E-19
2.1345E+02,2.7327E-19
2.1322E+02,2.2947E-19
2.1299E+02,1.0417E-19
2.1277E+02,4.9488E-20
2.1254E+02,4.5202E-20
2.1231E+02,2.6656E-20
2.1209E+02,3.1904E-20
2.1186E+02,1.1481E-19
2.1164E+02,1.9166E-19
2.1142E+02,2.4555E-19
2.1119E+02,2.6179E-19
2.1097E+02,2.3978E-19
2.1075E+02,1.8905E-19
2.1053E+02,1.3371E-19
2.1030E+02,8.7852E-20
2.1008E+02,6.4438E-20
2.0986E+02,7.5127E-20
2.0964E+02,1.2659E-19
2.0942E+02,2.0993E-19
2.0921E+02,2.9624E-19
2.0899E+02,3.4621E-19
2.0877E+02,3.3413E-19
2.0855E+02,2.6846E-19
2.0833E+02,1.8566E-19
2.0812E+02,1.0960E-19
2.0790E+02,5.2000E-20
2.0768E+02,1.5016E-20
2.0747E+02,2.7768E-22
2.0725E+02,9.3765E-22
2.0704E+02,7.6970E-22
2.0683E+02,1.0037E-20
2.0661E+02,5.1861E-20
2.0640E+02,1.5765E-19
2.0619E+02,3.4688E-19
2.0597E+02,6.0398E-19
2.0576E+02,8.4772E-19
2.0555E+02,9.2169E-19
2.0534E+02,7.0649E-19
2.0513E+02,3.0049E-20
2.0492E+02,6.3201E-20
2.0471E+02,1.3549E-20
2.0450E+02,3.9851E-20
2.0429E+02,1.4784E-19
2.0408E+02,1.9129E-19
2.0387E+02,3.8612E-20
2.0367E+02,4.3424E-18
2.0346E+02,6.0585E-18
2.0325E+02,1.0092E-17
2.0305E+02,2.3151E-17
2.0284E+02,3.1640E-17
2.0263E+02,3.6337E-17
2.0243E+02,3.5495E-17
2.0222E+02,2.9423E-17
2.0202E+02,2.0961E-17
2.0182E+02,5.0722E-18
2.0161E+02,6.3922E-18
2.0141E+02,5.2583E-18
2.0121E+02,1.3178E-18
2.0101E+02,1.2184E-18
2.0080E+02,1.0424E-18
2.0060E+02,8.4421E-19
2.0040E+02,6.5445E-19
2.0020E+02,4.8492E-19
2.0000E+02,3.4239E-19
1.9980E+02,2.2689E-19
1.9960E+02,1.3486E-19
1.9940E+02,4.1524E-19
1.9920E+02,6.0977E-19
1.9900E+02,7.2675E-19
1.9881E+02,7.7107E-19
1.9861E+02,7.5186E-19
1.9841E+02,6.8177E-19
1.9822E+02,5.8076E-19
1.9802E+02,4.6427E-19
1.9782E+02,3.4416E-19
1.9763E+02,2.3882E-19
1.9743E+02,1.5472E-19
1.9724E+02,9.8159E-20
1.9704E+02,6.2576E-20
1.9685E+02,3.8624E-20
1.9666E+02,2.2189E-20
1.9646E+02,1.1793E-20
1.9627E+02,5.6047E-21
1.9608E+02,2.1432E-22
1.9589E+02,8.7357E-22
1.9569E+02,1.6764E-21
1.9550E+02,2.6288E-21
1.9531E+02,3.8123E-21
1.9512E+02,5.2883E-21
1.9493E+02,6.9129E-21
1.9474E+02,4.4590E-22
1.9455E+02,7.8706E-21
1.9436E+02,7.1817E-21
1.9417E+02,6.4139E-21
1.9399E+02,1.2760E-20
1.9380E+02,1.3942E-20
1.9361E+02,1.3864E-20
1.9342E+02,1.2476E-20
1.9324E+02,1.0358E-20
1.9305E+02,8.1846E-21
1.9286E+02,6.3718E-21
1.9268E+02,5.0737E-21
1.9249E+02,1.4192E-20
1.9231E+02,1.8857E-20
1.9212E+02,1.8069E-20
1.9194E+02,1.1435E-20
1.9175E+02,1.1728E-21
1.9157E+02,2.8519E-21
1.9139E+02,4.1220E-21
1.9120E+02,4.6887E-21
1.9102E+02,6.4074E-22
1.9084E+02,4.0263E-21
1.9066E+02,6.8456E-21
1.9048E+02,7.3468E-21
1.9029E+02,5.4695E-21
1.9011E+02,1.4328E-21
1.8993E+02,1.5579E-21
1.8975E+02,1.4779E-21
1.8957E+02,1.2074E-21
1.8939E+02,8.1833E-22
1.8921E+02,4.0794E-22
1.8904E+02,8.0527E-23
1.8886E+02,5.4633E-23
1.8868E+02,2.9144E-23
1.8850E+02,8.6534E-24
1.8832E+02,1.9423E-24
1.8815E+02,2.0072E-24
1.8797E+02,2.4089E-23
1.8779E+02,6.1995E-23
1.8762E+02,1.0803E-22
1.8744E+02,1.5330E-22
1.8727E+02,9.7979E-22
1.8709E+02,2.1498E-21
1.8692E+02,3.4825E-21
1.8674E+02,4.8187E-21
1.8657E+02,6.0389E-21
1.8639E+02,7.0466E-21
1.8622E+02,7.9331E-21
1.8605E+02,8.6261E-21
1.8587E+02,9.0546E-21
1.8570E+02,9.1838E-21
1.8553E+02,9.0032E-21
1.8536E+02,8.4317E-21
1.8519E+02,7.6010E-21
1.8501E+02,3.0801E-20
1.8484E+02,3.9362E-20
1.8467E+02,3.5896E-20
1.8450E+02,2.4876E-20
1.8433E+02,1.1999E-20
1.8416E+02,2.3840E-21
1.8399E+02,2.2920E-21
1.8382E+02,2.2229E-21
1.8365E+02,2.3942E-21
1.8349E+02,2.9600E-21
1.8332E+02,4.7292E-22
1.8315E+02,6.1418E-21
1.8298E+02,1.7478E-20
1.8282E+02,3.3016E-20
1.8265E+02,4.9636E-20
1.8248E+02,6.3003E-20
1.8232E+02,6.7143E-20
1.8215E+02,5.6786E-20
1.8198E+02,3.0831E-20
1.8182E+02,6.8395E-21
1.8165E+02,2.9347E-20
1.8149E+02,2.7464E-20
1.8132E+02,2.5626E-20
1.8116E+02,2.4508E-20
1.8100E+02,2.4291E-20
1.8083E+02,2.4524E-20
1.8067E+02,2.4750E-20
1.8051E+02,2.4613E-20
1.8034E+02,2.3706E-20
1.8018E+02,2.1838E-20
1.8002E+02,8.3731E-20
1.7986E+02,1.3385E-19
1.7969E+02,1.6649E-19
1.7953E+02,1.7910E-19
1.7937E+02,1.7668E-19
1.7921E+02,1.6546E-19
1.7905E+02,1.5343E-19
1.7889E+02,1.4558E-19
1.7873E+02,1.4325E-19
1.7857E+02,1.4489E-19
1.7841E+02,1.4621E-19
1.7825E+02,1.4291E-19
1.7809E+02,1.3394E-19
1.7794E+02,1.2036E-19
1.7778E+02,1.0351E-19
1.7762E+02,8.7302E-20
1.7746E+02,7.2382E-20
1.7730E+02,5.9549E-20
1.7715E+02,4.9863E-20
1.7699E+02,4.2912E-20
1.7683E+02,3.8641E-20
1.7668E+02,3.7600E-20
1.7652E+02,4.1963E-20
1.7637E+02,5.5775E-20
1.7621E+02,8.3831E-20
1.7606E+02,1.2631E-19
1.7590E+02,1.7675E-19
1.7575E+02,2.2340E-19
1.7559E+02,2.5210E-19
1.7544E+02,2.5148E-19
1.7528E+02,2.2375E-19
1.7513E+02,1.7918E-19
1.7498E+02,1.2549E-19
1.7483E+02,7.5309E-20
1.7467E+02,3.4374E-20
1.7452E+02,6.7100E-21
1.7437E+02,4.6201E-21
1.7422E+02,3.0913E-21
1.7406E+02,2.0406E-21
1.7391E+02,1.4460E-21
1.7376E+02,1.1225E-21
1.7361E+02,9.4247E-22
