Wavelength,PLANKC_2100
3.4518E+01,1.8759E-26
3.4513E+01,9.9021E-27
3.4507E+01,3.1849E-26
3.4501E+01,4.4223E-27
3.4495E+01,7.3194E-26
3.4489E+01,9.3898E-26
3.4483E+01,1.1357E-25
3.4477E+01,1.3119E-25
3.4471E+01,1.4742E-25
3.4465E+01,1.6436E-25
3.4459E+01,1.7623E-25
3.4453E+01,1.8341E-25
3.4447E+01,1.4679E-25
3.4441E+01,1.7148E-25
3.4435E+01,4.3063E-25
3.4429E+01,5.7638E-25
3.4423E+01,5.9223E-25
3.4417E+01,4.8045E-25
3.4412E+01,2.8739E-25
3.4406E+01,1.0571E-25
3.4400E+01,1.2250E-26
3.4394E+01,3.1914E-27
3.4388E+01,5.5275E-27
3.4382E+01,3.3408E-27
3.4376E+01,1.7873E-27
3.4370E+01,1.5043E-26
3.4364E+01,2.6868E-26
3.4358E+01,3.6418E-26
3.4352E+01,4.3833E-26
3.4347E+01,5.0252E-26
3.4341E+01,5.6053E-26
3.4335E+01,6.0864E-26
3.4329E+01,6.5416E-26
3.4323E+01,6.9733E-26
3.4317E+01,7.2834E-26
3.4311E+01,7.2522E-26
3.4305E+01,6.8605E-26
3.4299E+01,6.0548E-26
3.4294E+01,4.8819E-26
3.4288E+01,1.5057E-25
3.4282E+01,2.0066E-25
3.4276E+01,2.1748E-25
3.4270E+01,2.2604E-25
3.4264E+01,2.4899E-25
3.4258E+01,2.9808E-25
3.4252E+01,3.7110E-25
3.4247E+01,4.5885E-25
3.4241E+01,5.4931E-25
3.4235E+01,6.3126E-25
3.4229E+01,6.9422E-25
3.4223E+01,7.3420E-25
3.4217E+01,7.7036E-25
3.4211E+01,7.9106E-25
3.4206E+01,8.0832E-25
3.4200E+01,7.9873E-25
3.4194E+01,7.2972E-25
3.4188E+01,6.0640E-25
3.4182E+01,4.8739E-25
3.4176E+01,4.3025E-25
3.4171E+01,4.7177E-25
3.4165E+01,5.6297E-25
3.4159E+01,6.5004E-25
3.4153E+01,7.0470E-25
3.4147E+01,7.4115E-25
3.4141E+01,8.0195E-25
3.4136E+01,8.7219E-25
3.4130E+01,9.4104E-25
3.4124E+01,1.0244E-24
3.4118E+01,1.0852E-24
3.4112E+01,1.1528E-24
3.4106E+01,1.1421E-24
3.4101E+01,9.4142E-25
3.4095E+01,5.1163E-25
3.4089E+01,3.5414E-26
3.4083E+01,3.6714E-25
3.4077E+01,2.3375E-25
3.4072E+01,1.1384E-25
3.4066E+01,3.5370E-26
3.4060E+01,2.2168E-27
3.4054E+01,5.1023E-27
3.4048E+01,9.3454E-27
3.4043E+01,9.8426E-27
3.4037E+01,5.9600E-27
3.4031E+01,7.3121E-29
3.4025E+01,1.5008E-27
3.4019E+01,2.1061E-27
3.4014E+01,6.0868E-27
3.4008E+01,2.0112E-26
3.4002E+01,3.6608E-26
3.3996E+01,5.0213E-26
3.3990E+01,5.9720E-26
3.3985E+01,6.7157E-26
3.3979E+01,3.1131E-25
3.3973E+01,5.9175E-25
3.3967E+01,9.7249E-25
3.3962E+01,1.4889E-24
3.3956E+01,2.1131E-24
3.3950E+01,2.7083E-24
3.3944E+01,3.0986E-24
3.3939E+01,3.1355E-24
3.3933E+01,2.7651E-24
3.3927E+01,2.1973E-24
3.3921E+01,1.5678E-24
3.3916E+01,1.0876E-24
3.3910E+01,8.4394E-25
3.3904E+01,7.4936E-25
3.3898E+01,7.0763E-25
3.3893E+01,6.8166E-25
3.3887E+01,6.8369E-25
3.3881E+01,7.8453E-25
3.3875E+01,9.9308E-25
3.3870E+01,1.3062E-24
3.3864E+01,1.6276E-24
3.3858E+01,1.7781E-24
3.3852E+01,1.5494E-24
3.3847E+01,8.9565E-25
3.3841E+01,7.0201E-26
3.3835E+01,9.4606E-25
3.3829E+01,9.1388E-25
3.3824E+01,8.6882E-25
3.3818E+01,8.1255E-25
3.3812E+01,7.5952E-25
3.3807E+01,6.9491E-25
3.3801E+01,6.5083E-25
3.3795E+01,6.0657E-25
3.3789E+01,5.7840E-25
3.3784E+01,5.6472E-25
3.3778E+01,5.5887E-25
3.3772E+01,5.6594E-25
3.3767E+01,5.8026E-25
3.3761E+01,6.0422E-25
3.3755E+01,6.1197E-25
3.3750E+01,6.0577E-25
3.3744E+01,5.7458E-25
3.3738E+01,5.2496E-25
3.3732E+01,4.6704E-25
3.3727E+01,4.0709E-25
3.3721E+01,3.5148E-25
3.3715E+01,2.6384E-25
3.3710E+01,2.5224E-25
3.3704E+01,5.5264E-25
3.3698E+01,6.6631E-25
3.3693E+01,6.6472E-25
3.3687E+01,6.3166E-25
3.3681E+01,6.4578E-25
3.3676E+01,7.2587E-25
3.3670E+01,8.2555E-25
3.3664E+01,8.6887E-25
3.3659E+01,8.1112E-25
3.3653E+01,6.5583E-25
3.3647E+01,4.2717E-25
3.3642E+01,1.6603E-25
3.3636E+01,8.2381E-26
3.3630E+01,1.3395E-25
3.3625E+01,1.1058E-25
3.3619E+01,8.7281E-26
3.3613E+01,6.8343E-26
3.3608E+01,5.6876E-26
3.3602E+01,5.2514E-26
3.3597E+01,5.4137E-26
3.3591E+01,5.7892E-26
3.3585E+01,6.0814E-26
3.3580E+01,5.8913E-26
3.3574E+01,5.3041E-26
3.3568E+01,4.2025E-26
3.3563E+01,2.7230E-26
3.3557E+01,1.0730E-26
3.3551E+01,3.4440E-27
3.3546E+01,8.2832E-27
3.3540E+01,1.5458E-26
3.3535E+01,1.5597E-26
3.3529E+01,9.0289E-27
3.3523E+01,4.3738E-27
3.3518E+01,1.0821E-26
3.3512E+01,1.1115E-26
3.3506E+01,1.0850E-26
3.3501E+01,1.0224E-26
3.3495E+01,9.3611E-27
3.3490E+01,8.4973E-27
3.3484E+01,3.2303E-26
3.3478E+01,4.7350E-26
3.3473E+01,5.6718E-26
3.3467E+01,6.2262E-26
3.3462E+01,6.7214E-26
3.3456E+01,7.3741E-26
3.3450E+01,8.4993E-26
3.3445E+01,1.0046E-25
3.3439E+01,7.5268E-26
3.3434E+01,1.4013E-25
3.3428E+01,3.6909E-25
3.3422E+01,5.6517E-25
3.3417E+01,7.0135E-25
3.3411E+01,7.5767E-25
3.3406E+01,7.2065E-25
3.3400E+01,5.8829E-25
3.3395E+01,3.7945E-25
3.3389E+01,1.2411E-25
3.3383E+01,1.0195E-25
3.3378E+01,6.1707E-26
3.3372E+01,4.7932E-27
3.3367E+01,1.0059E-25
3.3361E+01,1.4300E-25
3.3356E+01,1.7573E-25
3.3350E+01,2.0004E-25
3.3344E+01,1.0668E-25
3.3339E+01,1.9515E-25
3.3333E+01,4.8597E-25
3.3328E+01,6.5801E-25
3.3322E+01,2.6010E-24
3.3317E+01,4.1479E-24
3.3311E+01,4.9591E-24
3.3306E+01,5.2355E-24
3.3300E+01,5.2561E-24
3.3294E+01,5.1655E-24
3.3289E+01,4.9015E-24
3.3283E+01,4.4952E-24
3.3278E+01,3.9259E-24
3.3272E+01,3.0999E-24
3.3267E+01,2.2946E-24
3.3261E+01,1.6604E-24
3.3256E+01,1.3221E-24
3.3250E+01,1.2069E-24
3.3245E+01,1.1614E-24
3.3239E+01,1.1316E-24
3.3234E+01,1.1626E-24
3.3228E+01,1.3299E-24
3.3223E+01,1.7035E-24
3.3217E+01,2.2751E-24
3.3212E+01,3.0099E-24
3.3206E+01,3.7497E-24
3.3201E+01,4.2623E-24
3.3195E+01,4.4189E-24
3.3190E+01,4.2739E-24
3.3184E+01,3.9181E-24
3.3179E+01,3.4441E-24
3.3173E+01,2.9625E-24
3.3167E+01,2.4920E-24
3.3162E+01,2.0635E-24
3.3156E+01,1.6405E-24
3.3151E+01,1.2380E-24
3.3146E+01,8.2936E-25
3.3140E+01,4.2182E-25
3.3135E+01,3.1341E-26
3.3129E+01,4.8032E-26
3.3124E+01,6.1468E-26
3.3118E+01,6.7944E-26
3.3113E+01,6.7572E-26
3.3107E+01,6.2305E-26
3.3102E+01,5.5362E-26
3.3096E+01,2.8264E-26
3.3091E+01,5.2429E-26
3.3085E+01,1.3879E-25
3.3080E+01,2.4114E-25
3.3074E+01,3.5552E-25
3.3069E+01,4.4848E-25
3.3063E+01,4.8514E-25
3.3058E+01,4.5481E-25
3.3052E+01,3.7735E-25
3.3047E+01,2.8476E-25
3.3041E+01,2.0989E-25
3.3036E+01,1.7417E-25
3.3031E+01,1.7145E-25
3.3025E+01,1.9242E-25
3.3020E+01,2.2865E-25
3.3014E+01,2.8407E-25
3.3009E+01,3.6092E-25
3.3003E+01,4.4229E-25
3.2998E+01,5.0513E-25
3.2992E+01,5.4357E-25
3.2987E+01,5.6259E-25
3.2982E+01,6.0862E-25
3.2976E+01,7.0595E-25
3.2971E+01,8.2766E-25
3.2965E+01,9.3354E-25
3.2960E+01,9.8227E-25
3.2954E+01,9.7556E-25
3.2949E+01,9.0355E-25
3.2944E+01,7.9535E-25
3.2938E+01,6.7170E-25
3.2933E+01,5.4545E-25
3.2927E+01,4.3413E-25
3.2922E+01,3.4006E-25
3.2916E+01,2.5438E-25
3.2911E+01,1.6559E-25
3.2906E+01,6.8337E-26
3.2900E+01,4.2669E-26
3.2895E+01,5.7382E-26
3.2889E+01,5.1768E-26
3.2884E+01,4.5928E-26
3.2879E+01,4.0298E-26
3.2873E+01,3.5801E-26
3.2868E+01,3.1707E-26
3.2862E+01,2.8011E-26
3.2857E+01,2.3993E-26
3.2852E+01,1.9187E-26
3.2846E+01,1.2689E-26
3.2841E+01,5.1525E-27
3.2835E+01,1.7823E-26
3.2830E+01,3.2225E-26
3.2825E+01,4.7634E-26
3.2819E+01,6.1714E-26
3.2814E+01,3.9226E-25
3.2808E+01,7.6399E-25
3.2803E+01,1.0797E-24
3.2798E+01,1.2564E-24
3.2792E+01,1.2947E-24
3.2787E+01,1.1828E-24
3.2782E+01,9.9416E-25
3.2776E+01,7.6928E-25
3.2771E+01,5.4463E-25
3.2765E+01,3.2774E-25
3.2760E+01,8.7099E-26
3.2755E+01,9.3128E-26
3.2749E+01,1.0139E-25
3.2744E+01,1.0810E-25
3.2739E+01,1.1366E-25
3.2733E+01,1.1769E-25
3.2728E+01,1.1491E-25
3.2723E+01,1.0934E-25
3.2717E+01,9.5344E-26
3.2712E+01,7.6957E-26
3.2706E+01,8.7350E-25
3.2701E+01,1.4422E-24
3.2696E+01,1.6769E-24
3.2690E+01,1.6241E-24
3.2685E+01,1.3512E-24
3.2680E+01,9.5110E-25
3.2674E+01,5.2181E-25
3.2669E+01,1.4370E-25
3.2664E+01,1.0366E-25
3.2658E+01,1.0150E-25
3.2653E+01,7.2941E-26
3.2648E+01,4.4457E-26
3.2642E+01,5.9752E-27
3.2637E+01,3.2655E-27
3.2632E+01,3.3367E-28
3.2626E+01,4.3889E-26
3.2621E+01,1.6734E-25
3.2616E+01,3.4902E-25
3.2610E+01,5.2741E-25
3.2605E+01,6.3549E-25
3.2600E+01,6.1035E-25
3.2595E+01,4.8571E-25
3.2589E+01,3.1677E-25
3.2584E+01,1.6269E-25
3.2579E+01,6.0717E-26
3.2573E+01,1.6130E-26
3.2568E+01,6.9058E-27
3.2563E+01,9.3709E-27
3.2557E+01,9.0562E-27
3.2552E+01,1.5281E-27
3.2547E+01,2.0058E-27
3.2541E+01,2.3768E-27
3.2536E+01,2.5677E-27
3.2531E+01,2.4341E-27
3.2526E+01,3.7979E-27
3.2520E+01,1.9257E-26
3.2515E+01,4.3207E-26
3.2510E+01,7.4949E-26
3.2504E+01,1.1018E-25
3.2499E+01,1.4201E-25
3.2494E+01,1.5866E-25
3.2489E+01,1.5686E-25
3.2483E+01,1.4262E-25
3.2478E+01,1.2127E-25
3.2473E+01,3.7454E-26
3.2468E+01,8.1149E-26
3.2462E+01,1.5992E-25
3.2457E+01,2.1484E-25
3.2452E+01,2.5220E-25
3.2446E+01,2.8304E-25
3.2441E+01,3.4241E-25
3.2436E+01,4.7728E-25
3.2431E+01,7.3316E-25
3.2425E+01,1.1279E-24
3.2420E+01,1.6484E-24
3.2415E+01,2.1699E-24
3.2410E+01,2.5905E-24
3.2404E+01,2.7832E-24
3.2399E+01,2.7150E-24
3.2394E+01,2.3295E-24
3.2389E+01,1.7148E-24
3.2383E+01,1.0269E-24
3.2378E+01,4.2052E-25
3.2373E+01,3.0784E-27
3.2368E+01,4.7053E-27
3.2362E+01,5.8044E-27
3.2357E+01,6.5796E-27
3.2352E+01,7.1506E-27
3.2347E+01,7.5223E-27
3.2342E+01,9.6577E-26
3.2336E+01,1.5869E-25
3.2331E+01,2.0119E-25
3.2326E+01,2.3270E-25
3.2321E+01,2.5658E-25
3.2315E+01,2.7015E-25
3.2310E+01,2.6843E-25
3.2305E+01,2.4914E-25
3.2300E+01,2.2135E-25
3.2295E+01,1.9244E-25
3.2289E+01,1.7843E-25
3.2284E+01,1.9584E-25
3.2279E+01,2.4838E-25
3.2274E+01,3.2875E-25
3.2268E+01,4.1506E-25
3.2263E+01,4.6504E-25
3.2258E+01,4.4839E-25
3.2253E+01,3.6484E-25
3.2248E+01,2.5011E-25
3.2242E+01,1.4241E-25
3.2237E+01,6.1973E-26
3.2232E+01,1.7997E-26
3.2227E+01,2.6918E-27
3.2222E+01,1.8314E-27
3.2216E+01,5.1118E-27
3.2211E+01,7.5776E-27
3.2206E+01,9.0954E-27
3.2201E+01,1.0124E-26
3.2196E+01,8.0220E-27
3.2191E+01,2.1631E-27
3.2185E+01,1.5853E-26
3.2180E+01,1.7302E-26
3.2175E+01,1.6010E-26
3.2170E+01,1.3538E-26
3.2165E+01,1.1207E-26
3.2160E+01,9.9646E-27
3.2154E+01,1.0430E-26
3.2149E+01,1.2759E-26
3.2144E+01,8.3391E-27
3.2139E+01,2.3297E-26
3.2134E+01,8.7055E-26
3.2129E+01,1.9558E-25
3.2123E+01,3.5525E-25
3.2118E+01,5.4854E-25
3.2113E+01,7.5449E-25
3.2108E+01,9.1903E-25
3.2103E+01,1.0330E-24
3.2098E+01,1.0732E-24
3.2092E+01,1.0476E-24
3.2087E+01,9.7495E-25
3.2082E+01,8.7340E-25
3.2077E+01,7.6697E-25
3.2072E+01,6.4630E-25
3.2067E+01,5.1132E-25
3.2062E+01,3.6320E-25
3.2056E+01,2.2758E-25
3.2051E+01,1.1703E-25
3.2046E+01,4.7569E-26
3.2041E+01,1.5382E-26
3.2036E+01,4.3301E-27
3.2031E+01,1.0596E-27
3.2026E+01,8.9138E-30
3.2020E+01,1.4593E-27
3.2015E+01,7.6998E-27
3.2010E+01,2.0274E-26
3.2005E+01,3.8143E-26
3.2000E+01,5.7997E-26
3.1995E+01,7.5519E-26
3.1990E+01,9.2441E-26
3.1985E+01,1.1223E-25
3.1980E+01,1.3954E-25
3.1974E+01,1.7881E-25
3.1969E+01,2.2622E-25
3.1964E+01,2.7829E-25
3.1959E+01,3.1949E-25
3.1954E+01,3.5048E-25
3.1949E+01,3.7093E-25
3.1944E+01,3.7644E-25
3.1939E+01,3.6278E-25
3.1934E+01,3.2366E-25
3.1928E+01,2.5078E-25
3.1923E+01,1.5160E-25
3.1918E+01,4.4145E-26
3.1913E+01,3.6701E-26
3.1908E+01,3.0549E-26
3.1903E+01,2.6290E-26
3.1898E+01,2.3873E-26
3.1893E+01,2.2640E-26
3.1888E+01,2.0949E-26
3.1883E+01,1.8000E-26
3.1878E+01,1.4104E-26
3.1873E+01,4.1799E-27
3.1867E+01,5.7664E-27
3.1862E+01,5.2456E-28
3.1857E+01,1.2310E-27
3.1852E+01,1.4965E-28
3.1847E+01,1.8259E-28
3.1842E+01,1.9470E-28
3.1837E+01,1.9013E-28
3.1832E+01,1.7352E-28
3.1827E+01,1.5696E-28
3.1822E+01,1.5203E-28
3.1817E+01,1.7681E-28
3.1812E+01,2.2046E-30
3.1807E+01,3.2319E-28
3.1802E+01,7.6495E-28
3.1797E+01,1.2029E-27
3.1791E+01,1.4734E-27
3.1786E+01,1.5222E-27
3.1781E+01,1.4132E-27
3.1776E+01,1.2467E-27
3.1771E+01,1.0871E-27
3.1766E+01,1.0050E-27
3.1761E+01,9.8455E-28
3.1756E+01,2.5901E-26
3.1751E+01,5.2374E-26
3.1746E+01,7.5700E-26
3.1741E+01,8.8889E-26
3.1736E+01,8.7973E-26
3.1731E+01,7.4541E-26
3.1726E+01,5.6114E-26
3.1721E+01,3.7868E-26
3.1716E+01,2.4446E-26
3.1711E+01,1.5730E-26
3.1706E+01,1.0796E-26
3.1701E+01,9.3548E-27
3.1696E+01,1.2617E-26
3.1691E+01,2.3581E-26
3.1686E+01,4.3666E-26
3.1681E+01,6.9983E-26
3.1676E+01,9.8427E-26
3.1671E+01,1.2104E-25
3.1666E+01,1.3119E-25
3.1661E+01,1.2072E-25
3.1656E+01,8.2193E-26
3.1651E+01,2.4680E-26
3.1646E+01,2.4226E-26
3.1641E+01,1.9655E-26
3.1636E+01,1.1670E-26
3.1631E+01,2.4435E-27
3.1626E+01,3.2387E-27
3.1621E+01,3.9603E-27
3.1616E+01,4.5221E-27
3.1611E+01,3.4118E-27
3.1606E+01,1.6947E-27
3.1601E+01,1.3933E-26
3.1596E+01,4.7232E-26
3.1591E+01,8.8284E-26
3.1586E+01,1.3255E-25
3.1581E+01,1.7816E-25
3.1576E+01,2.2608E-25
3.1571E+01,2.7429E-25
3.1566E+01,3.2167E-25
3.1561E+01,3.6327E-25
3.1556E+01,3.9505E-25
3.1551E+01,4.1020E-25
3.1546E+01,4.1536E-25
3.1541E+01,4.0411E-25
3.1536E+01,3.7653E-25
3.1531E+01,3.3490E-25
3.1526E+01,2.8971E-25
3.1521E+01,2.3926E-25
3.1516E+01,1.8555E-25
3.1511E+01,1.3367E-25
3.1506E+01,8.7092E-26
3.1501E+01,5.2660E-26
3.1496E+01,3.3951E-26
3.1491E+01,3.3917E-26
3.1486E+01,5.3160E-26
3.1481E+01,8.7167E-26
3.1476E+01,1.2093E-25
3.1471E+01,1.3370E-25
3.1466E+01,1.1669E-25
3.1461E+01,7.7305E-26
3.1456E+01,3.3877E-26
3.1451E+01,1.6336E-27
3.1447E+01,2.2102E-27
3.1442E+01,2.6555E-27
3.1437E+01,3.5192E-26
3.1432E+01,7.3827E-26
3.1427E+01,1.0410E-25
3.1422E+01,1.1337E-25
3.1417E+01,9.8067E-26
3.1412E+01,6.5368E-26
3.1407E+01,3.2115E-26
3.1402E+01,9.7150E-27
3.1397E+01,2.0261E-28
3.1392E+01,1.6572E-28
3.1387E+01,1.4930E-28
3.1382E+01,1.7192E-28
3.1377E+01,1.6523E-28
3.1373E+01,9.0729E-29
3.1368E+01,3.0828E-31
3.1363E+01,1.4594E-30
3.1358E+01,1.0530E-30
3.1353E+01,9.7694E-30
3.1348E+01,1.3187E-28
3.1343E+01,3.1264E-28
3.1338E+01,5.7010E-28
3.1333E+01,9.1563E-28
3.1328E+01,1.3071E-27
3.1323E+01,5.4542E-28
3.1319E+01,1.7577E-27
3.1314E+01,3.8681E-27
3.1309E+01,4.5969E-27
3.1304E+01,3.4930E-27
3.1299E+01,1.5705E-27
3.1294E+01,1.0193E-28
3.1289E+01,8.6258E-29
3.1284E+01,1.0194E-27
3.1279E+01,3.2868E-27
3.1274E+01,6.6518E-27
3.1270E+01,1.0993E-26
3.1265E+01,1.7432E-26
3.1260E+01,2.8268E-26
3.1255E+01,4.7172E-26
3.1250E+01,7.5228E-26
3.1245E+01,1.0513E-25
3.1240E+01,1.1842E-25
3.1235E+01,9.8780E-26
3.1230E+01,4.7795E-26
3.1226E+01,1.2901E-26
3.1221E+01,3.9110E-26
3.1216E+01,2.9228E-26
3.1211E+01,2.0260E-26
3.1206E+01,1.3972E-26
3.1201E+01,1.0629E-26
3.1196E+01,1.0156E-26
3.1192E+01,1.2615E-26
3.1187E+01,1.7639E-26
3.1182E+01,2.4133E-26
3.1177E+01,3.1596E-26
3.1172E+01,3.8782E-26
3.1167E+01,4.3884E-26
3.1162E+01,4.4805E-26
3.1157E+01,4.0743E-26
3.1153E+01,3.2003E-26
3.1148E+01,2.0686E-26
3.1143E+01,9.6730E-27
3.1138E+01,1.6024E-27
3.1133E+01,1.6021E-27
3.1128E+01,1.5099E-27
3.1124E+01,9.4559E-28
3.1119E+01,1.5384E-27
3.1114E+01,5.0494E-27
3.1109E+01,1.0066E-26
3.1104E+01,1.5933E-26
3.1099E+01,2.0887E-26
3.1095E+01,2.1852E-26
3.1090E+01,1.6660E-26
3.1085E+01,5.0362E-27
3.1080E+01,6.5070E-27
3.1075E+01,8.0082E-27
3.1070E+01,9.3226E-27
3.1066E+01,8.9611E-27
3.1061E+01,1.9262E-28
3.1056E+01,1.1527E-26
3.1051E+01,2.5676E-26
3.1046E+01,4.3237E-26
3.1041E+01,6.4471E-26
3.1037E+01,8.7777E-26
3.1032E+01,9.3474E-27
3.1027E+01,1.2662E-25
3.1022E+01,2.4529E-25
3.1017E+01,3.0057E-25
3.1013E+01,2.8324E-25
3.1008E+01,2.0899E-25
3.1003E+01,1.1437E-25
3.0998E+01,3.6871E-26
3.0993E+01,3.1715E-27
3.0989E+01,9.6641E-27
3.0984E+01,7.1272E-29
3.0979E+01,1.6341E-26
3.0974E+01,3.1182E-26
3.0969E+01,4.3503E-26
3.0965E+01,5.3244E-26
3.0960E+01,5.8710E-26
3.0955E+01,5.8170E-26
3.0950E+01,5.0253E-26
3.0945E+01,3.6510E-26
3.0941E+01,2.0696E-26
3.0936E+01,7.0432E-27
3.0931E+01,5.8206E-28
3.0926E+01,1.7673E-27
3.0921E+01,1.3741E-26
3.0917E+01,2.7659E-26
3.0912E+01,3.6173E-26
3.0907E+01,3.9419E-26
3.0902E+01,4.7154E-26
3.0898E+01,7.0855E-26
3.0893E+01,1.0564E-25
3.0888E+01,1.3859E-25
3.0883E+01,1.5880E-25
3.0878E+01,1.6045E-25
3.0874E+01,1.4597E-25
3.0869E+01,1.2086E-25
3.0864E+01,9.1806E-26
3.0859E+01,6.4118E-26
3.0855E+01,3.9365E-26
3.0850E+01,8.2096E-27
3.0845E+01,9.6205E-27
3.0840E+01,1.0724E-26
3.0836E+01,1.1187E-26
3.0831E+01,1.1534E-26
3.0826E+01,1.2374E-26
3.0821E+01,1.4141E-26
3.0817E+01,1.6925E-26
3.0812E+01,2.0523E-26
3.0807E+01,8.6389E-26
3.0802E+01,1.5270E-25
3.0798E+01,1.9782E-25
3.0793E+01,2.0350E-25
3.0788E+01,1.5975E-25
3.0783E+01,8.2365E-26
3.0779E+01,1.0984E-26
3.0774E+01,4.7436E-27
3.0769E+01,4.4040E-28
3.0764E+01,3.0967E-27
3.0760E+01,2.2484E-27
3.0755E+01,1.5354E-27
3.0750E+01,9.0803E-28
3.0746E+01,2.4239E-29
3.0741E+01,1.2779E-28
3.0736E+01,1.5574E-28
3.0731E+01,2.1887E-28
3.0727E+01,2.0152E-28
3.0722E+01,1.6172E-28
3.0717E+01,6.5094E-28
3.0713E+01,1.1951E-28
3.0708E+01,2.3822E-28
3.0703E+01,3.5053E-28
3.0698E+01,1.5928E-28
3.0694E+01,3.8193E-28
3.0689E+01,6.6679E-28
3.0684E+01,8.4228E-28
3.0680E+01,1.1921E-27
3.0675E+01,1.6051E-27
3.0670E+01,1.7848E-27
3.0665E+01,1.6140E-27
3.0661E+01,1.3611E-27
3.0656E+01,1.3190E-27
3.0651E+01,1.6382E-27
3.0647E+01,2.4489E-27
3.0642E+01,4.0943E-27
3.0637E+01,7.9312E-27
3.0633E+01,1.6375E-26
3.0628E+01,3.3377E-26
3.0623E+01,6.3066E-26
3.0618E+01,1.0717E-25
3.0614E+01,1.6297E-25
3.0609E+01,2.6427E-27
3.0604E+01,2.8053E-25
3.0600E+01,6.1561E-25
3.0595E+01,8.8714E-25
3.0590E+01,1.0010E-24
3.0586E+01,9.3215E-25
3.0581E+01,7.3138E-25
3.0576E+01,4.9402E-25
3.0572E+01,2.8249E-25
3.0567E+01,1.2808E-25
3.0562E+01,3.4214E-26
3.0558E+01,1.5501E-26
3.0553E+01,1.4800E-26
3.0548E+01,9.7923E-27
3.0544E+01,6.7104E-27
3.0539E+01,5.0556E-27
3.0534E+01,4.2258E-27
3.0530E+01,3.7411E-27
3.0525E+01,2.4479E-27
3.0520E+01,2.7919E-27
3.0516E+01,5.0236E-27
3.0511E+01,3.9601E-27
3.0506E+01,1.3317E-27
3.0502E+01,9.1350E-30
3.0497E+01,4.2063E-28
3.0492E+01,2.8674E-27
3.0488E+01,8.2012E-27
3.0483E+01,1.6497E-26
3.0479E+01,2.6670E-26
3.0474E+01,3.5931E-26
3.0469E+01,4.0103E-26
3.0465E+01,3.8145E-26
3.0460E+01,3.0220E-26
3.0455E+01,1.8310E-26
3.0451E+01,5.4901E-27
3.0446E+01,5.0570E-27
3.0441E+01,4.5866E-27
3.0437E+01,4.1320E-27
3.0432E+01,3.7148E-27
3.0428E+01,3.3544E-27
3.0423E+01,2.9522E-27
3.0418E+01,7.6307E-28
3.0414E+01,1.5273E-27
3.0409E+01,3.8012E-26
3.0404E+01,7.7202E-26
3.0400E+01,7.9708E-26
3.0395E+01,4.8106E-26
3.0391E+01,1.2746E-26
3.0386E+01,2.7235E-27
3.0381E+01,2.5823E-27
3.0377E+01,4.9142E-27
3.0372E+01,4.7077E-27
3.0367E+01,1.4796E-27
3.0363E+01,4.0593E-27
3.0358E+01,8.4728E-27
3.0354E+01,1.0612E-26
3.0349E+01,1.0820E-26
3.0344E+01,3.2390E-26
3.0340E+01,4.0786E-26
3.0335E+01,3.1997E-26
3.0331E+01,1.0724E-26
3.0326E+01,1.0011E-26
3.0321E+01,9.3580E-27
3.0317E+01,8.8309E-27
3.0312E+01,8.4843E-27
3.0308E+01,8.4860E-27
3.0303E+01,8.9964E-27
3.0298E+01,1.0491E-26
3.0294E+01,1.3649E-26
3.0289E+01,1.9424E-26
3.0285E+01,2.8123E-26
3.0280E+01,3.8103E-26
3.0276E+01,4.6594E-26
3.0271E+01,5.0720E-26
3.0266E+01,4.7998E-26
3.0262E+01,9.6462E-27
3.0257E+01,1.6556E-26
3.0253E+01,1.5331E-26
3.0248E+01,4.9098E-26
3.0243E+01,5.4684E-26
3.0239E+01,5.1998E-26
3.0234E+01,4.3338E-26
3.0230E+01,3.1571E-26
3.0225E+01,1.9338E-26
3.0221E+01,7.9443E-27
3.0216E+01,1.3940E-25
3.0211E+01,2.4973E-25
3.0207E+01,3.1738E-25
3.0202E+01,3.2795E-25
3.0198E+01,2.8379E-25
3.0193E+01,2.0258E-25
3.0189E+01,1.1591E-25
3.0184E+01,4.4359E-26
3.0180E+01,5.8523E-27
3.0175E+01,3.5881E-26
3.0170E+01,3.3517E-26
3.0166E+01,3.1472E-26
3.0161E+01,2.8398E-26
3.0157E+01,2.0786E-26
3.0152E+01,1.1102E-27
3.0148E+01,1.2836E-26
3.0143E+01,1.5857E-26
3.0139E+01,1.0535E-26
3.0134E+01,3.0194E-27
3.0130E+01,1.9429E-28
3.0125E+01,8.4756E-27
3.0120E+01,3.5565E-26
3.0116E+01,8.4198E-26
3.0111E+01,1.5412E-25
3.0107E+01,2.3736E-25
3.0102E+01,3.2655E-25
3.0098E+01,4.1501E-25
3.0093E+01,4.8988E-25
3.0089E+01,5.2352E-25
3.0084E+01,4.9578E-25
3.0080E+01,3.9692E-25
3.0075E+01,2.5766E-25
3.0071E+01,1.2742E-25
3.0066E+01,3.7494E-26
3.0062E+01,6.3845E-28
3.0057E+01,1.6110E-26
3.0053E+01,5.7688E-26
3.0048E+01,9.0063E-26
3.0044E+01,8.2462E-26
3.0039E+01,2.2864E-26
3.0035E+01,3.3953E-26
3.0030E+01,4.6784E-26
3.0026E+01,6.0341E-26
3.0021E+01,7.3403E-26
3.0017E+01,8.4813E-26
3.0012E+01,9.2533E-26
3.0008E+01,9.6752E-26
3.0003E+01,9.7813E-26
2.9998E+01,9.4292E-26
